"","x"
"1690","RT @TheRickyDavila: Instead of playing into #Trump's hands by talking about Ivanka Trump, let's talk about his plans for nuclear weapons or…"
"1691","RT @SWhordian: We got many laughs off of Lil' Bush, but I respect the fact he gave zero fucks!! #Trump, on the other hand, is a cry baby. #…"
"1692","#thanksObama #eightmoreyears #Obama tries to slow #Trump down on #Muslim #Registry...every little bit helps...
https://t.co/SxS546dFMK"
"1693","Is 'Threads' trending yet? #Trump"
"1694","RT @marcylauren: #Trump needs to be impeached - conficts of interest all over the world - major ties to Russia and Putin https://t.co/whpCe…"
"1695","RT @rollingitout: Before Matt Lasner could delete I scored his phone number &amp; information. Have Fun! #JetBlue #MAGA #Trump https://t.co/vcs…"
"1696","RT @progresvforever: George Carlin would be appalled with your #trump support  and misogynist bullshit"
"1697","RT @EcoInternet3: #Trump team asked State Department for info on women’s issues programs, sparking fears of anothe...: Washington Post http…"
"1698","RT @onenewsnowcom: Over to you, @newtgingrich 
https://t.co/jORPCEV6S8 

#drainingtheswamp #trump https://t.co/4jPvpbzHmS"
"1699","#Trump will start hiring 'attackers' to lash out at his family &amp; people in his team to get public sympathy. He's directing the action."
"1700","RT @JxhnBinder: While the mainstream media is claiming Ivanka #Trump was ""confronted"" on Jet Blue flight, this is #MattLasner openly callin…"
"1701","RT @coinabs: PM #Netanyahu says he hopes to work with #Donald #Trump to undo #Iran nuclear deal https://t.co/Tb391d71z9"
"1702","RT @TheRickyDavila: That time when there's more ""outrage"" about an activist yelling at Ivanka Trump than #Trump announcing his plans about…"
"1703","RT @The_PurpleEagle: just another fake hate hoax news story.Another one caught trying 2 rally up the witch hunt against #Trump supporters h…"
"1704","Trump Announces Press Secretary, Communications Director https://t.co/YuOQlSMspq #trump"
"1705","RT @AndrewCMcCarthy: #Trump should waste no time rescinding Obama's ban on #drilling in Arctic &amp; Atlantic. My @PJMedia_com post: https://t.…"
"1706","Donald Trump announces Sean Spicer as his new press secretary https://t.co/ckiP7qRwlF #trump"
"1707","RT @kroenig: #Trump said US should ""expand"" #nuclear weapons. He's right. See my research on why nuclear superiority matters:
https://t.co/…"
"1708","RT @2ALAW: Liberal Media Says That ""Angry White Men"" Got Trump Elected.

Last Time I Checked I'm Not ""Angry"" Nor ""White"".

#Trump
#DrainThe…"
"1709","RT @drudgeheadlines: #TRUMP #FLEXES #NUKE STRENGTH https://t.co/xszKEM78Uj"
"1710","RT @carrieksada: After all of her hard work on the #Trump campaign, @KellyannePolls will be serving as Counselor to the President. Bravo Ke…"
"1711","RT @funder: @RepAdamSchiff this is the file of ACTIVE #Trump companies in 30+ countries!

RT to show the congressman WE HAVE THE PROOF HERE…"
"1712","That's PRESIDENT FuckfaceVonClownstick to you. <U+2192> https://t.co/ekbioSPkhP #Trump #DonaldTrump #USElections #Hillary"
"1713","RT @TheTomSnyder: Ban refugees now to keep USA safe! https://t.co/hvuO39w5lp #Trump #MAGA #AmericaFirst #BanMuslims https://t.co/SOCrw6OTHt"
"1714","RT @CaptialBusLoan: RT - Matthew Lasner Daniel Goldstein Attacking @IvankaTrump #maga #trump @Bikers4Trump @HunterPresident https://t.co/6L…"
"1715","RT @Rachismo1: #MattLasner As someone who didn't vote for #Trump I would of slapped the taste out of your mouth. She isn't her father leave…"
"1716","@DMonigatti @JulianRoepcke Not sure about Cold War 2, especially with #Trump looking forward to windy walks holding #Putin's hand."
"1717","RT @KorryOrry: Trump life #Trump https://t.co/L7WUaE4Tjz"
"1718","RT @mikewpg1ca: Donald #Trump and Vladimir #Putin agree: Let's revive the #nuclear arms race https://t.co/Fg9Z3SzOta #GOP #UnitedStates #Ru…"
"1719","RT @carrieksada: After all of her hard work on the #Trump campaign, @KellyannePolls will be serving as Counselor to the President. Bravo Ke…"
"1720","RT @thegarbagetrump: #Trump is a vile disgrace &amp; will never be my #POTUS. You're either with us or against us <U+270A><ed><U+00A0><U+00BC><ed><U+00BF><U+00BC><U+270A><ed><U+00A0><U+00BC><ed><U+00BF><U+00BF>#TheResistance #Resist #R…"
"1721","RT @robertcartlidge: I thought I was voting for this New World Order! #ElectionNight #TRUMP #ElectionDay #NWO #HillaryClinton #hogan https:…"
"1722","Mobile official apologizes for Christmas tree at #Trump rally removed from public park https://t.co/d7yfepO0Sp #america"
"1723","This madness is maddening #Trump https://t.co/lunLwAMlI3"
"1724","RT @BrookeAChandler: @SayHillYes AMERICA didn't do ANYTHING The #ElectoralCollege is a crime scene. #Trump lost the Electoral College, not…"
"1725","#Trump To Attend 3 Inaugural Balls Compared With #Obama's 10 https://t.co/HltVvA0lkU? ALSO ON JACKIE EVANCHO . NO RAPPERS, PLS! . #GOP #UC"
"1726","RT @rollingitout: Before Matt Lasner could delete I scored his phone number &amp; information. Have Fun! #JetBlue #MAGA #Trump https://t.co/vcs…"
"1727","RT @funder: @RepAdamSchiff we want to intro you to #TrumpLeaks-most complete archive of #Trump scandals-EVERYONE RT this let's show him we…"
"1728","RT @carrieksada: After all of her hard work on the #Trump campaign, @KellyannePolls will be serving as Counselor to the President. Bravo Ke…"
"1729","RT @CaptialBusLoan: RT - Matthew Lasner Daniel Goldstein Attacking @IvankaTrump #maga #trump @Bikers4Trump @HunterPresident https://t.co/6L…"
"1730","@vickscan Looks like #gingrich is dead in #trump #deplorables game of destruction! #NeverForget his #GOP contempt https://t.co/KrOzQMeLzG"
"1731","RT @2ALAW: Liberal Media Says That ""Angry White Men"" Got Trump Elected.

Last Time I Checked I'm Not ""Angry"" Nor ""White"".

#Trump
#DrainThe…"
"1732","(https://t.co/eOsQVakj6c):On #Trump's #Populism, Learn From Sweden's Mistakes : BY SIMON HEDLIN -- I..… https://t.co/9RMLwBUSp5"
"1733","RT @NooneOfan: #Trump and the dangers for women https://t.co/KTibAYf2Uc"
"1734","RT @BeyondPizzaGate: .@BeyondPizzaGate #trump Leaked List Of All Donors Who Fund The Clinton Foundation #BeyondPizzaGate https://t.co/iANaN…"
"1735","RT @CaptialBusLoan: RT - Matthew Lasner Daniel Goldstein Attacking @IvankaTrump #maga #trump @Bikers4Trump @HunterPresident https://t.co/6L…"
"1736","RT @MikeLevinCA: I just sent a letter and Christmas gift to my Rep @DarrellIssa.  It's the book ""Climate Change for Beginners"" #Trump #Clim…"
"1737","Must be his way to wish us all a merry Xmas and a happy new year... #Trump https://t.co/Uhj9udnfar"
"1738","RT @RepCohen: I'll be on @MSNBC tomorrow morning during the 9am CT/10am ET hour to discuss #RussiaHacking and #Trump transition. Tune in! #…"
"1739","Donald #Trump and Vladimir #Putin agree: Let's revive the #nuclear arms race https://t.co/Fg9Z3SzOta #GOP… https://t.co/QXo1QHVRLY"
"1740","RT @StefSimanowitz: ""I know you're scared honey. But he's already in your room. Why not give him a chance?""
#PresidentElectTrump 
#Trump #e…"
"1741","@Rockettes are performing at #trump inaugural. That's big league?"
"1742","RT @MortgageFrance: Why Americans abroad want #Trump to act on #FATCA ? https://t.co/Hsn2xKYJBn #fiscal https://t.co/HLrPUVHhDU"
"1743","RT @2ALAW: Liberal Media Says That ""Angry White Men"" Got Trump Elected.

Last Time I Checked I'm Not ""Angry"" Nor ""White"".

#Trump
#DrainThe…"
"1744","#Trump is only having three inaugural balls because he is going to DC to work...how noble of him to only have three, instead of like one."
"1745","RT @LVNancy: ""Kellyanne Conway"" Breaking the Glass Ceiling <U+2B50><U+FE0F>

#ThursdayThought women in powerful positions.. <ed><U+00A0><U+00BD><ed><U+00B1><U+0097><ed><U+00A0><U+00BD><ed><U+00B2><U+00AA><ed><U+00A0><U+00BC><ed><U+00BF><U+00BC>

#TRUMP
#MAGA

https://t.…"
"1746","To what end?? We're not short on nukes. Military unused is military wasted. #Trump--incompetent, or warmonger? https://t.co/woBkyxdBkL"
"1747","RT @progresvforever: George Carlin would be appalled with your #trump support  and misogynist bullshit"
"1748","Obama and Putin demonstrate their workout regimens. #MAGA #Trump https://t.co/SEK51Du3fW"
"1749","RT @BiologistDan: Eric Trump is selling access to @POTUS #Trump. The names of the different ""hunter""  levels are obviously #Aminals he mean…"
"1750","What? #Trump inauguration the Mormons buckled. They caved into Trump. WTF!! Their choir will preform. Say it ain't so!!"
"1751","RT @drudgeheadlines: #TRUMP #FLEXES #NUKE STRENGTH https://t.co/xszKEM78Uj"
"1752","RT @kattolikamente: Hungarian PM #Orbán: “Election of Donald #Trump and Italian #referendum are just the beginning of the “rebellion” https…"
"1753","RT @EcoInternet3: Seth Meyers: #Trump presidency will be 'dire' for #climate change: USA Today https://t.co/696oMvzt4o #environment"
"1754","RT @TheRickyDavila: Instead of playing into #Trump's hands by talking about Ivanka Trump, let's talk about his plans for nuclear weapons or…"
"1755","The #Republican regime of @TheRealDonaldTrump. Rogue government of religious extremists with weapons of mass destru… https://t.co/QtuJglYGn5"
"1756","Boris you know #Trump is a celebrity right? <ed><U+00A0><U+00BE><ed><U+00B4><U+0094>@CNN"
"1757","RT @AlArabiya_Eng: #Trump’s boyhood home on auction days before his inaugural https://t.co/9HjylKxnRC https://t.co/X3yirv0doQ"
"1758","RT @TheRickyDavila: That time when there's more ""outrage"" about an activist yelling at Ivanka Trump than #Trump announcing his plans about…"
"1759","im votes ##election2016"
"1760","@MattLassner You must be really proud of yourself picking on a female. Do you need a safe place to cry you cowardly cunts? #trump"
"1761","RT @EcoInternet3: Can the world fight #climate change in the era of #Trump? Obama’s science adviser thinks so: ThinkProgress https://t.co/a…"
"1762","#Hillary Supporter Arrested For Arson Hate Crime Intended To Demonize #Trump Supporters #o4a #news… https://t.co/Jm2UYo7uAK"
"1763","#personhood #prolife - #Abortion foes buoyed by prospects for abortion limits under a #Trump presidency https://t.co/03ebsB2C0v #tcot"
"1764","#Hillary Supporter Arrested For Arson Hate Crime Intended To Demonize #Trump Supporters #o4a #news… https://t.co/cmYWmN9vYR"
"1765","RT @TheRickyDavila: Since Sean Spicer only knows how to create false stories and bend reality to best fit #Trump, I'm not shocked he was ma…"
"1766","#Hillary Supporter Arrested For Arson Hate Crime Intended To Demonize #Trump Supporters #o4a #news… https://t.co/Yy5mkRtc0e"
"1767","RT @carrieksada: After all of her hard work on the #Trump campaign, @KellyannePolls will be serving as Counselor to the President. Bravo Ke…"
"1768","#Hillary Supporter Arrested For Arson Hate Crime Intended To Demonize #Trump Supporters #o4a #news… https://t.co/rwkpYXDRC5"
"1769","RT @BlackQueenLara: @retweetallowed I predicted that a #NewYorker will be president of the USA since 2012. I was beyond blessed that #Trump…"
"1770","#Hillary Supporter Arrested For Arson Hate Crime Intended To Demonize #Trump Supporters #o4a #news… https://t.co/17CUGRFNGS"
"1771","#Hillary Supporter Arrested For Arson Hate Crime Intended To Demonize #Trump Supporters #o4a #news… https://t.co/MI8ob0e7oz"
"1772","#Hillary Supporter Arrested For Arson Hate Crime Intended To Demonize #Trump Supporters #o4a #news… https://t.co/axsQYssb9b"
"1773","#Hillary Supporter Arrested For Arson Hate Crime Intended To Demonize #Trump Supporters #o4a #news… https://t.co/m0okUFOtJT"
"1774","#Hillary Supporter Arrested For Arson Hate Crime Intended To Demonize #Trump Supporters #o4a #news… https://t.co/As2ImYnRKk"
"1775","@gabifresh LITERALLY BEEN THINKING THIS EVERY TIME SOMEONE SAYS FUCK 2016. ""Do you know the end of days is on the horizon?"" #trump"
"1776","RT @IMPL0RABLE: #TheResistance #Resist #Trump

LOTS of people want to #BoycottTrump

#DumpTrump!

With the #GrabYourWallet movement: https:…"
"1777","RT @kathayccc: Teach-in w @ZephyrTeachout https://t.co/Hfwnv8orRz Ethics for Pres #Trump? Constitution's Emoluments Clause bans foreign gif…"
"1778","RT @StopTrump2020: I don't believe for a minute #Trump cares about anyone who is not a millionaire. He doesn't understand the struggles of…"
"1779","RT @funder: @GOP because #Trump is not a grown man-he is a little boy. He's a 9th grader, if that. A man has sympathy, compassion &amp; LOVE #T…"
"1780","RT @funder: @RepAdamSchiff we want to intro you to #TrumpLeaks-most complete archive of #Trump scandals-EVERYONE RT this let's show him we…"
"1781","RT @funder: Then I uncovered a $500,000 contribution-to same FL AG acct #Trump Foundation bribe went to. #TrumpLeaks #ThursdayThought #msnb…"
"1782","RT @Greg_Palast: How did #Trump steal the election? I break it down for @PaulJay_TRNN of @TheRealNews https://t.co/WUrL1h07vB https://t.co/…"
"1783","Retweeting...just because horrible people don't deserve hiding behind privacy. #trump @hunter_college #FireMasner https://t.co/CbbpA2Lfvi"
"1784","#DonaldTrump: US must greatly expand nuclear weapons  #Election2016 https://t.co/zHKhgyjbZq"
"1785","RT @funder: @RepAdamSchiff we want to intro you to #TrumpLeaks-most complete archive of #Trump scandals-EVERYONE RT this let's show him we…"
"1786","Words like ""whit"" are well beyond #Trump iQ https://t.co/VcP2yRhDyA"
"1787","RT @BlackQueenLara: @retweetallowed Not many pics tell on my #African #Asian blood. 3 phones hacked 4 #Dems to get same prayers as #Trump b…"
"1788","#MAGA #TRUMP #Bernie Sanders #CHICKENTRUMP #SNAP  #trump #ccot #gop https://t.co/JFRo7jqVNh"
"1789","#Hillary brainwashed weakminded #Democrats = #LiberalRadicalTerrorist #Trump #StrongerTogether #ImWithHer… https://t.co/BXUGv3t5em"
"1790","RT @funder: @RepAdamSchiff this is the file of ACTIVE #Trump companies in 30+ countries!

RT to show the congressman WE HAVE THE PROOF HERE…"
"1791","#Trump names RNC strategist #Spicer to press secretary https://t.co/s2hyZ8vAvO"
"1792","RT @funder: Then #DemocraticCoalition filed FBI complaint for #Trump giving 25K to FL AG camp acct from #Trump Foundation #TrumpLeaks #Thur…"
"1793","@StephenMcDonell How much in #US Bonds does #China have ,  trillions , i get the feeling #Trump will engineer another #GFC with mad"
"1794","RT @BaracksBackers: #Hillary beat #Bernie by 3.6 million votes, she beat #trump by 2.8 million votes, yet media wants you to believe everyo…"
"1795","RT @PRevere1776: DHS Removes Designated Countries from NSEERS Registration (May 2011) | Homeland Security #Trump #MAGA  https://t.co/r3p4iQ…"
"1796","RT @BlackQueenLara: @retweetallowed #Catholics were my happy surprise (I watched #Elections from #Ether 2) when they run 2 vote 4 #Trump, a…"
"1797","If you do not love the American Flag and what it stands for then you do not Belong in America and you can … #trump https://t.co/UylXVazL5Z"
